Country,Date,Event,Event Type
Kuwait,2020-05-10,Stay at home [3]: required with minimal exception,Stay at home
Kuwait,2020-05-31,Workplace closure [2]: required closing for some,Workplace closure
Kuwait,2020-06-09,Stay at home [2]: required with exception,Stay at home
Kuwait,2020-07-01,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Kuwait,2020-07-17,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Kuwait,2020-07-28,Public transport [1]: recommended closure or volume reduction,Public transport
Kuwait,2020-07-28,Stay at home [1]: recommended,Stay at home
Kuwait,2020-08-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kuwait,2020-10-03,Internal movement [1]: recommended refrain,Internal movement
Kyrgyzstan,2020-01-01,Internal movement [0]: no measures,Internal movement
Kyrgyzstan,2020-01-01,International travel [0]: no measures,International travel
Kyrgyzstan,2020-01-01,Public campaign [0]: no measures,Public campaign
Kyrgyzstan,2020-01-01,Public events [0]: no measures,Public events
Kyrgyzstan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Kyrgyzstan,2020-01-01,Public transport [0]: no measures,Public transport
Kyrgyzstan,2020-01-01,School closure [0]: no measures,School closure
Kyrgyzstan,2020-01-01,Stay at home [0]: no measures,Stay at home
Kyrgyzstan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Kyrgyzstan,2020-01-22,International travel [1]: screening,International travel
Kyrgyzstan,2020-01-28,Public campaign [2]: coordinated public information campaign,Public campaign
Kyrgyzstan,2020-02-27,Public events [1]: recommended cancellation,Public events
Kyrgyzstan,2020-03-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kyrgyzstan,2020-03-12,Public events [2]: required cancellation,Public events
Kyrgyzstan,2020-03-14,International travel [3]: Ban on high-risk regions,International travel
Kyrgyzstan,2020-03-14,Stay at home [1]: recommended,Stay at home
Kyrgyzstan,2020-03-16,School closure [3]: required closing for all,School closure
Kyrgyzstan,2020-03-17,International travel [4]: Total border closure,International travel
Kyrgyzstan,2020-03-17,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Kyrgyzstan,2020-03-17,Workplace closure [2]: required closing for some,Workplace closure
Kyrgyzstan,2020-03-22,Internal movement [1]: recommended refrain,Internal movement
Kyrgyzstan,2020-03-25,Internal movement [2]: required restriction,Internal movement
Kyrgyzstan,2020-03-25,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kyrgyzstan,2020-03-25,Public transport [2]: required closure,Public transport
Kyrgyzstan,2020-03-25,Stay at home [3]: required with minimal exception,Stay at home
Kyrgyzstan,2020-03-25,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Kyrgyzstan,2020-04-30,Workplace closure [2]: required closing for some,Workplace closure
Kyrgyzstan,2020-05-11,Stay at home [2]: required with exception,Stay at home
Kyrgyzstan,2020-05-24,Public campaign [1]: public officials urging caution,Public campaign
Kyrgyzstan,2020-06-03,International travel [3]: Ban on high-risk regions,International travel
Kyrgyzstan,2020-07-10,International travel [4]: Total border closure,International travel
Kyrgyzstan,2020-08-25,International travel [3]: Ban on high-risk regions,International travel
Kyrgyzstan,2020-09-01,School closure [2]: required closing for some,School closure
Kyrgyzstan,2020-09-22,Public campaign [2]: coordinated public information campaign,Public campaign
Kyrgyzstan,2020-09-22,Public transport [0]: no measures,Public transport
Kyrgyzstan,2020-10-03,Stay at home [1]: recommended,Stay at home
Kyrgyzstan,2020-10-16,Stay at home [0]: no measures,Stay at home
Kyrgyzstan,2020-10-17,Internal movement [1]: recommended refrain,Internal movement
Laos,2020-01-01,Internal movement [0]: no measures,Internal movement
Laos,2020-01-01,International travel [0]: no measures,International travel
Laos,2020-01-01,Public campaign [0]: no measures,Public campaign
Laos,2020-01-01,Public events [0]: no measures,Public events
Laos,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Laos,2020-01-01,School closure [0]: no measures,School closure
Laos,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Laos,2020-03-11,Public events [1]: recommended cancellation,Public events
Laos,2020-03-11,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Laos,2020-03-15,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Laos,2020-03-17,School closure [2]: required closing for some,School closure
Laos,2020-03-19,School closure [3]: required closing for all,School closure
Laos,2020-03-26,International travel [3]: Ban on high-risk regions,International travel
Laos,2020-03-30,Internal movement [2]: required restriction,Internal movement
Laos,2020-03-30,International travel [4]: Total border closure,International travel
Laos,2020-03-30,Public campaign [2]: coordinated public information campaign,Public campaign
Laos,2020-03-30,Public events [2]: required cancellation,Public events
Laos,2020-03-30,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Laos,2020-03-30,Public transport [2]: required closure,Public transport
Laos,2020-03-30,Stay at home [2]: required with exception,Stay at home
Laos,2020-03-30,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Laos,2020-05-04,Stay at home [0]: no measures,Stay at home
Laos,2020-05-04,Workplace closure [2]: required closing for some,Workplace closure
Laos,2020-05-18,Internal movement [0]: no measures,Internal movement
Laos,2020-05-18,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Laos,2020-05-18,Public transport [0]: no measures,Public transport
Laos,2020-05-18,School closure [2]: required closing for some,School closure
Laos,2020-06-01,International travel [3]: Ban on high-risk regions,International travel
Laos,2020-06-01,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Laos,2020-06-01,Workplace closure [0]: no measures,Workplace closure
Laos,2020-06-02,School closure [0]: no measures,School closure
Laos,2020-06-28,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Laos,2020-07-01,Public events [0]: no measures,Public events
Laos,2020-07-01,Public gatherings [0]: no measures,Public gatherings
Laos,2020-07-26,Public campaign [1]: public officials urging caution,Public campaign
Laos,2020-08-01,International travel [3]: Ban on high-risk regions,International travel
Laos,2020-08-01,Public events [2]: required cancellation,Public events
Laos,2020-08-01,Workplace closure [2]: required closing for some,Workplace closure
Laos,2020-08-03,Public events [1]: recommended cancellation,Public events
Laos,2020-08-25,Public campaign [2]: coordinated public information campaign,Public campaign
Latvia,2020-01-01,International travel [0]: no measures,International travel
Latvia,2020-01-01,Public campaign [0]: no measures,Public campaign
Latvia,2020-01-01,Public events [0]: no measures,Public events
Latvia,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Latvia,2020-01-31,Public campaign [1]: public officials urging caution,Public campaign
Latvia,2020-02-27,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Latvia,2020-03-13,Public campaign [2]: coordinated public information campaign,Public campaign
Latvia,2020-03-13,Public events [2]: required cancellation,Public events
Latvia,2020-03-13,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Latvia,2020-03-13,School closure [2]: required closing for some,School closure
Latvia,2020-03-13,Stay at home [1]: recommended,Stay at home
Latvia,2020-03-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Latvia,2020-03-14,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Latvia,2020-03-17,International travel [4]: Total border closure,International travel
Latvia,2020-03-24,Workplace closure [2]: required closing for some,Workplace closure
Latvia,2020-03-27,Public transport [1]: recommended closure or volume reduction,Public transport
Latvia,2020-05-12,Public events [1]: recommended cancellation,Public events
Latvia,2020-05-15,International travel [3]: Ban on high-risk regions,International travel
Latvia,2020-06-10,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Latvia,2020-06-10,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Latvia,2020-06-10,Public transport [0]: no measures,Public transport
Latvia,2020-08-01,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Latvia,2020-08-17,Public events [0]: no measures,Public events
Latvia,2020-09-21,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Latvia,2020-09-21,School closure [1]: recommended closing,School closure
Latvia,2020-10-03,International travel [3]: Ban on high-risk regions,International travel
Latvia,2020-10-03,School closure [0]: no measures,School closure
Latvia,2020-10-03,Stay at home [0]: no measures,Stay at home
Latvia,2020-10-03,Workplace closure [0]: no measures,Workplace closure
Latvia,2020-10-05,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Latvia,2020-10-14,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Lebanon,2020-01-01,International travel [0]: no measures,International travel
Lebanon,2020-01-01,Public campaign [0]: no measures,Public campaign
Lebanon,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Lebanon,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Lebanon,2020-02-08,International travel [1]: screening,International travel
Lebanon,2020-02-21,Public campaign [1]: public officials urging caution,Public campaign
Lebanon,2020-02-28,International travel [3]: Ban on high-risk regions,International travel
Lebanon,2020-02-29,School closure [3]: required closing for all,School closure
Lebanon,2020-03-06,Public campaign [2]: coordinated public information campaign,Public campaign
Lebanon,2020-03-06,Workplace closure [2]: required closing for some,Workplace closure
Lebanon,2020-03-16,Internal movement [1]: recommended refrain,Internal movement
Lebanon,2020-03-16,International travel [4]: Total border closure,International travel
Lebanon,2020-03-16,Public events [1]: recommended cancellation,Public events
Lebanon,2020-03-16,Stay at home [1]: recommended,Stay at home
Lebanon,2020-03-18,Public events [2]: required cancellation,Public events
Lebanon,2020-03-18,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Lebanon,2020-03-18,Public transport [1]: recommended closure or volume reduction,Public transport
Lebanon,2020-03-18,Stay at home [2]: required with exception,Stay at home
Lebanon,2020-03-18,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Lebanon,2020-04-27,Workplace closure [2]: required closing for some,Workplace closure
